X,Y,VX,VY
-1.333368462048253E+08,6.426354824931341E+07,-1.342929151788649E+01,-2.694705335816066E+01
-1.344767056911123E+08,6.192550719879393E+07,-1.295562178408340E+01,-2.717286545457632E+01
-1.355754544652153E+08,5.956832227889845E+07,-1.247767595597045E+01,-2.739016355758777E+01
-1.366327291525199E+08,5.719273846513564E+07,-1.199560183798390E+01,-2.759872751863949E+01
-1.376481812221950E+08,5.479952043894034E+07,-1.150959792199803E+01,-2.779832377640533E+01
-1.386214819804697E+08,5.238945295190929E+07,-1.101992635954187E+01,-2.798872554208013E+01
-1.395523282499756E+08,4.996333903915221E+07,-1.052691462392488E+01,-2.816974152496540E+01
-1.404404474900616E+08,4.752199565661485E+07,-1.003094048111173E+01,-2.834124507037418E+01
-1.412856009251787E+08,4.506624718605956E+07,-9.532401906971634E+00,-2.850319260918145E+01
-1.420875837446952E+08,4.259691810746188E+07,-9.031681404331705E+00,-2.865562385913158E+01
-1.428462224208084E+08,4.011482644055180E+07,-8.529116798515936E+00,-2.879864472475697E+01
-1.435613700834779E+08,3.762077912820038E+07,-8.024986101865116E+00,-2.893240114157210E+01
-1.442329012224629E+08,3.511556971432936E+07,-7.519506528825252E+00,-2.905705352001213E+01
-1.448607067424910E+08,3.259997797039139E+07,-7.012842627335339E+00,-2.917275776505165E+01
-1.454446898995606E+08,3.007477082133468E+07,-6.505117688620079E+00,-2.927965404557851E+01
-1.459847632157299E+08,2.754070396763767E+07,-5.996424557295259E+00,-2.937786148851762E+01
-1.464808462426224E+08,2.499852380275184E+07,-5.486834393820212E+00,-2.946747625232905E+01
-1.469328639961141E+08,2.244896942275085E+07,-4.976403552459661E+00,-2.954857109041804E+01
-1.473407459303915E+08,1.989277464387084E+07,-4.465179315681691E+00,-2.962119553882708E+01
-1.477044253809594E+08,1.733066998159681E+07,-3.953205079848926E+00,-2.968537664706129E+01
-1.480238394388277E+08,1.476338453438581E+07,-3.440525134372874E+00,-2.974112049907136E+01
-1.482989292112485E+08,1.219164769513504E+07,-2.927188761485514E+00,-2.978841468277126E+01
-1.485296403911995E+08,9.616190612960959E+06,-2.413253210299417E+00,-2.982723154146508E+01
-1.487159240222053E+08,7.037747357654413E+06,-1.898785210620094E+00,-2.985753169740593E+01
-1.488577373287105E+08,4.457055793198147E+06,-1.383861004341775E+00,-2.987926713898225E+01
-1.489550444966182E+08,1.874858229241041E+06,-8.685652502305489E-01,-2.989238316606403E+01
-1.490078173345967E+08,-7.080980261322664E+05,-3.529895006084959E-01,-2.989681866232770E+01
-1.490160358194666E+08,-3.291060055112327E+06,1.627687767928120E-01,-2.989250445956782E+01
-1.489796886228938E+08,-5.873268499799923E+06,6.786054394005285E-01,-2.987935997594709E+01
-1.488987738264221E+08,-8.453956392714918E+06,1.194405846582938E+00,-2.985728892739084E+01
-1.487733001439120E+08,-1.103234763473913E+07,1.710036775716446E+00,-2.982617583752907E+01
-1.486032890460833E+08,-1.360765530681368E+07,2.225333681324689E+00,-2.978588626749809E+01
-1.483887781396463E+08,-1.617908030052309E+07,2.740084906626936E+00,-2.973627463868259E+01
-1.481298258787723E+08,-1.874581108005049E+07,3.254017760833420E+00,-2.967720295924389E+01
-1.478265171127236E+08,-2.130702554211797E+07,3.766794591044508E+00,-2.960857010488655E+01
-1.474789682404975E+08,-2.386189563268464E+07,4.278026795274461E+00,-2.953034454737923E+01
-1.470873302915495E+08,-2.640959447745525E+07,4.787308181167748E+00,-2.944258741840143E+01
-1.466517885910457E+08,-2.894930462633439E+07,5.294258255280686E+00,-2.934545383360373E+01
-1.461725588433376E+08,-3.148022535168522E+07,5.798559064393579E+00,-2.923917044104635E+01
-1.456498808093341E+08,-3.400157731234787E+07,6.299972736074048E+00,-2.912399929752184E+01
-1.450840114075348E+08,-3.651260404708192E+07,6.798337955869494E+00,-2.900020290718915E+01
-1.444752187714319E+08,-3.901257089287290E+07,7.293553049667999E+00,-2.886802057307544E+01
-1.438237779819293E+08,-4.150076244574316E+07,7.785555616437868E+00,-2.872765804078772E+01
-1.431299684498184E+08,-4.397647958237565E+07,8.274305431547040E+00,-2.857928686766640E+01
-1.423940725373327E+08,-4.643903666740020E+07,8.759772942393360E+00,-2.842304858427750E+01
-1.416163749481107E+08,-4.888775918571658E+07,9.241932742330285E+00,-2.825905990017012E+01
-1.407971625274516E+08,-5.132198179378207E+07,9.720760290490910E+00,-2.808741700897032E+01
-1.399367242681738E+08,-5.374104668131716E+07,1.019623018832211E+01,-2.790819846659203E+01
-1.390353514420929E+08,-5.614430212858690E+07,1.066831485481411E+01,-2.772146692538243E+01
-1.380933378503315E+08,-5.853110118483353E+07,1.113698305698730E+01,-2.752727030514356E+01
-1.371109802097450E+08,-6.090080044328627E+07,1.160219825331353E+01,-2.732564292812350E+01
-1.360885786819459E+08,-6.325275892351767E+07,1.206391700387733E+01,-2.711660688649074E+01
-1.350264375252184E+08,-6.558633708102705E+07,1.252208776056659E+01,-2.690017358436744E+01
-1.339248658278981E+08,-6.790089594646591E+07,1.297665019552872E+01,-2.667634512646296E+01
-1.327841782803933E+08,-7.019579636205874E+07,1.342753492495198E+01,-2.644511510452450E+01
-1.316046959707376E+08,-7.247039824580652E+07,1.387466312770933E+01,-2.620646840954989E+01
-1.303867472464829E+08,-7.472405979290156E+07,1.431794523012560E+01,-2.596037998855651E+01
-1.291306687677530E+08,-7.695613653749195E+07,1.475727761506557E+01,-2.570681298474191E+01
-1.278368069671211E+08,-7.916598026733267E+07,1.519253635413424E+01,-2.544571747085313E+01
-1.265055201994534E+08,-8.135293792973197E+07,1.562356751721158E+01,-2.517703196385190E+01
-1.251371818483485E+08,-8.351635089685518E+07,1.605017507022455E+01,-2.490069077892028E+01
-1.237321844646645E+08,-8.565555523006864E+07,1.647210994491968E+01,-2.461664018673177E+01
-1.222909445704976E+08,-8.776988375652307E+07,1.688906686002370E+01,-2.432486393096968E+01
